Key,Type,Desc,English,Korean,Japanese,German,Spanish,Portuguese (Brazil),Vietnamese,Russian,Indonesian,Thai,French,$Arabic,Hindi,Turkish
Sort items to unlock the tray!,Text,,Sort items to unlock the tray!,아이템을 정리하여 트레이를 잠금 해제하세요!,アイテムを並べてトレイをアンロックしよう！,"Sortiere die Gegenstände, um das Tablett freizuschalten!",Ordena los objetos para desbloquear la bandeja!,Organize os itens para desbloquear a bandeja!,Sắp xếp các vật phẩm để mở khay!,"Разбери предметы, чтобы открыть поднос!",Urutkan item untuk membuka baki!,จัดเรียงไอเท็มเพื่อปลดล็อกถาด!,Trie les objets pour déverrouiller le plateau !,رتّب العناصر لفتح الصينية!,वस्तुओं को व्यवस्थित करें ताकि ट्रे अनलॉक हो जाए!,Eşyaları sıralayarak tepsinin kilidini aç!
Sort the bomb-tagged item within the number of moves shown on the bomb.,Text,,Sort the bomb-tagged item within the number of moves shown on the bomb.,폭탄에 표시된 이동 횟수 안에 폭탄 태그 아이템을 정리하세요.,爆弾に表示された手数以内に爆弾タグ付きアイテムを整理しましょう。,Sortiere den markierten Gegenstand in der angegebenen Zuganzahl der Bombe.,Ordena el objeto con etiqueta de bomba antes del límite de movimientos.,Organize o item marcado pela bomba dentro do limite de movimentos.,Sắp xếp món ăn có thẻ bom trước số lượt cho phép,Отсортируйте предмет с меткой бомбы за указанное на бомбе количество ходов.,Sortir item bertanda bom dalam jumlah langkah yang ditunjukkan pada bom.,จัดไอเท็มที่มีป้ายระเบิดภายในจำนวนครั้งที่กำหนดบนระเบิด,Trie l’objet marqué « bombe » dans le nombre de coups indiqué sur la bombe.,افرز العنصر الموسوم بالقنبلة ضمن عدد الحركات المعروض على القنبلة.,बम-टैग लगे आइटम को बम पर दिखाए गए चालों के भीतर सॉर्ट करें।,Bombadaki hamle sayısı içinde işaretli öğeyi sırala.
Sort the correct items shown on the lid to unlock this tray!,Text,,Sort the correct items shown on the lid to unlock this tray!,뚜껑에 표시된 올바른 아이템을 정리하여 쟁반을 잠금 해제하세요!,ふたに表示された正しいアイテムを整理してトレイをアンロック！,Ordne die auf dem Deckel gezeigten Gegenstände,um das Fach zu öffnen!,Ordena los objetos correctos mostrados en la tapa para desbloquear la bandeja!,Sắp xếp món ăn trên nắp để mở khay!,"Отсортируйте правильные предметы, показанные на крышке, чтобы разблокировать этот лоток!",Sortir item yang benar seperti yang ditunjukkan di tutup untuk membuka nampan ini!,จัดไอเท็มให้ตรงตามที่แสดงบนฝาเพื่อปลดล็อกถาดนี้!,Trie les bons objets indiqués sur le couvercle pour déverrouiller ce plateau !,افرز العناصر الصحيحة الموضحة على الغطاء لفتح هذه الصينية!,ढक्कन पर दिखाए गए सही आइटम सॉर्ट करें और यह ट्रे अनलॉक करें!,Bu tepsiyi açmak için kapakta gösterilen doğru eşyaları sırala!
Sort the items with matching key to unlock the locked area!,Text,,Sort the items with matching key to unlock the locked area!,일치하는 열쇠로 아이템을 정리하여 잠긴 구역을 열어보세요!,鍵と一致するアイテムを並べてロックされたエリアを解除しよう！,"Sortiere die Gegenstände mit dem passenden Schlüssel, um den gesperrten Bereich zu öffnen!",¡Ordena los objetos con la llave correspondiente para desbloquear el área bloqueada!,Organize os itens com a chave correspondente para desbloquear a área trancada!,Sắp xếp các vật phẩm có chìa khóa phù hợp để mở khu vực bị khóa!,"Отсортируй предметы с подходящим ключом, чтобы открыть заблокированную область!",Urutkan item dengan kunci yang cocok untuk membuka area terkunci!,จัดเรียงไอเท็มที่มีกุญแจตรงกันเพื่อปลดล็อกพื้นที่ที่ถูกล็อค!,Trie les objets avec la clé correspondante pour déverrouiller la zone verrouillée !,رتب العناصر بالمفتاح المطابق لفتح المنطقة المقفلة!,मिलान वाली चाबी से वस्तुओं को क्रमबद्ध करें ताकि बंद क्षेत्र खुल जाए!,Eşleşen anahtarla öğeleri sırala ve kilitli alanı aç!
Sort the items with matching key to unlock the locked tray!,Text,,Sort the items with matching key to unlock the locked tray!,일치하는 열쇠가 있는 아이템을 정리하여 잠긴 쟁반을 잠금 해제하세요!,一致する鍵を持つアイテムを整理してロックされたトレイをアンロック！,"Ordne die passenden Schlüsselgegenstände, um das gesperrte Fach zu öffnen!",Ordena los objetos con llave correspondiente para desbloquear la bandeja!,Organize os itens com chave correspondente para destrancar a bandeja!,Sắp xếp món ăn có chìa khóa trùng để mở khay bị khóa!,"Отсортируйте предметы с подходящим ключом, чтобы открыть заблокированный лоток!",Sortir item dengan kunci yang cocok untuk membuka nampan terkunci!,จัดไอเท็มด้วยกุญแจที่ตรงกันเพื่อปลดล็อกถาดที่ล็อก!,Trie les objets avec la clé correspondante pour ouvrir le plateau verrouillé !,افرز العناصر بالمفتاح المطابق لفتح الصينية المقفلة!,मिलती‑जुलती चाबी वाले आइटम सॉर्ट करें और लॉक ट्रे खोलें!,Kilitli tepsiyi açmak için eşleşen anahtarlı eşyaları sırala!
Sound,Text,,Sound,소리,音,Ton,Audio,Som,Âm,Звук,Suara,เสียง,Son,صوت,ध्वनि,Ses
Soy Sauce,Text,,Soy Sauce,간장,醤油,Sojasauce,Salsa de soja,Molho de soja,Nước tương,Соевый соус,Kecap asin,ซอสถั่วเหลือง,Sauce soja,صلصة الصويا,सोया सॉस,Soya Sosu
Spatula,Text,,Spatula,주걱,フライ返し,Pfannenwender,Espátula,Espátula,Xẻng nấu ăn,Лопатка,Spatula,ตะหลิว,Spatule,ملعقة تقليب,स्पैचुला,Spatula
Special Mode,Text,,Special Mode,스페셜 모드,スペシャルモード,Spezialmodus,Modo especial,Modo especial,Chế độ đặc biệt,Особый режим,Mode Spesial,โหมดพิเศษ,Mode spécial,الوضع الخاص,स्पेशल मोड,Özel Mod
Special rewards,Text,,Special rewards,특별 보상,特別な報酬,Spezielle Belohnungen,Recompensas especiales,Recompensas especiais,Phần thưởng đặc biệt,Особые награды,Hadiah spesial,รางวัลพิเศษ,Récompenses spéciales,مكافآت خاصة,विशेष इनाम,Özel ödüller
Speed Up,Text,,Speed Up,속도 증가,スピードアップ,Beschleunigen,Acelerar,Acelerar,Tăng tốc,Ускорить,Percepat,เร่งความเร็ว,Accélérer,تسريع,तेज़ करें,Hızlandır
Spicy Noodle,Text,,Spicy Noodle,매운 국수,辛いラーメン,Scharfe Nudeln,Fideos picantes,Macarrão picante,Mì cay,Острые лапша,Mi pedas,ก๋วยเตี๋ยวเผ็ด,Nouilles épicées,نودلز حارة,मसालेदार नूडल्स,Acılı Erişte
Spicy Tray,Text,,Spicy Tray,매운 트레이,スパイシートレイ,Scharfe Ablage,Bandeja picante,Bandeja apimentada,Khay cay,Острая поднос,Nampan pedas,ถาดเผ็ด,Plateau épicé,صينية حارة,मसालेदार ट्रे,Baharatlı Tepsi
Spin,Text,,Spin,회전,スピン,Drehen,Giro,Girar,Quay,Крутить,Putar,หมุน,Tourner,لفّ,स्पिन,Çevir
Spin and win a surprise discount!,Text,,Spin and win a surprise discount!,돌려서 깜짝 할인을 받아보세요!,回してサプライズ割引をゲットしよう！,Drehe und gewinne einen Überraschungsrabatt!,¡Gira y gana un descuento sorpresa!,Gire e ganhe um desconto surpresa!,Quay để nhận giảm giá bất ngờ!,Крути и выиграй сюрпризную скидку!,Putar dan menangkan diskon kejutan!,หมุนวงล้อเพื่อรับส่วนลดสุดเซอร์ไพรส์!,Fais tourner et gagne une réduction surprise !,لف واربح خصمًا مفاجئًا!,घुमाओ और सरप्राइज छूट पाओ!,Çevir ve sürpriz indirim kazan!
Spin the roulette 3 times to get a Special Gift.,Text,,Spin the roulette 3 times to get a Special Gift.,룰렛을 3번 돌려 특별 보상을 받으세요,ルーレットを3回回して特別ギフトをゲットしよう,"Drehe das Rad 3 Mal, um ein besonderes Geschenk zu erhalten",Gira la ruleta 3 veces para conseguir un regalo especial,Gire a roleta 3 vezes para ganhar um presente especial,Quay 3 lần để nhận quà đặc biệt.,"Крути рулетку 3 раза, чтобы получить особый подарок.",Putar roda 3 kali untuk mendapatkan Hadiah Spesial.,หมุนวงล้อ 3 ครั้งเพื่อรับของขวัญพิเศษ,Fais tourner la roue 3 fois pour obtenir un cadeau spécial.,أدر العجلة 3 مرات لتحصل على هدية خاصة.,रूलेट को 3 बार घुमाएँ और स्पेशल गिफ्ट पाएँ।,Özel Hediye kazanmak için ruleti 3 kez çevir.
Spins:,Text,,Daily Spin Limit: {[VALUE]},스핀: {[VALUE]},スピン：{[VALUE]},Drehungen: {[VALUE]},Giros: {[VALUE]},Giros: {[VALUE]},Lượt quay: {[VALUE]},Дневной лимит вращений: {[VALUE]},Batas Spin Harian: {[VALUE]},จำกัดการสปินต่อวัน: {[VALUE]},Limite de spins quotidienne : {[VALUE]},حد الدوران اليومي: {[VALUE]},दैनिक स्पिन सीमा: {[VALUE]},Günlük Çevirme Limiti: {[VALUE]}
Spooky Super,Text,,Spooky Super,스푸키 슈퍼,スプーキースーパー,Gruseliges Super,Súper espeluznante,Super Assustador,Siêu ma quái,Жуткое Супер,Super Seram,ซูเปอร์สยอง,Super effrayant,سوبر مخيف,भयावह सुपर,Korkunç Süper
Stage value,Text,,Stage {[value]},스테이지 {[value]},ステージ{[value]},Stufe {[value]},Etapa {[value]},Fase {[value]},Màn {[value]},Этап {[value]},Tahap {[value]},ด่าน {[value]},Niveau {[value]},المرحلة {[value]},चरण {[value]},Aşama {[value]}
Stages value,Text,,Stages {[value]},단계 {[value]},ステージ {[value]},Stufen {[value]},Etapas {[value]},Fases {[value]},Màn {[value]},Этапы {[value]},Tahap {[value]},ด่าน {[value]},Niveaux {[value]},المراحل {[value]},स्तर {[value]},Aşamalar {[value]}
Star Chest,Text,,Star Chest,별 상자,スターチェスト,Sternentruhe,Cofre de estrellas,Baú de Estrelas,Thu thập sao,Сундук звёзд,Peti Bintang,หีบดาว,Coffre étoilé,صندوق النجوم,स्टार चेस्ट,Yıldız Sandığı
